address,lat,lng,matched_address,updated_at
新北市中和區景平路116之1號,24.991400,121.519819,新北市中和區秀水里1鄰景平路116之1號,2026-09-13
新北市五股區五工六路9號,25.061521,121.450643,新北市五股區興珍里36鄰五工六路9號,2026-09-13
新北市五股區五權路17號,25.065943,121.449055,新北市五股區興珍里37鄰五權路17號,2026-09-13
新北市五股區五權路19號,25.065978,121.448998,新北市五股區興珍里37鄰五權路19號,2026-09-13
新北市五股區五權路21號,25.066150,121.449158,新北市五股區興珍里37鄰五權路21號,2026-09-13
新北市五股區工商路127號,25.086096,121.435608,新北市五股區民義里19鄰工商路127號,2026-09-13
新北市八里區中山路2段356巷16號,25.149378,121.401449,新北市八里區訊塘里10鄰中山路二段356巷16號,2026-09-13
新北市八里區龍米路2段129巷1號,25.146849,121.445396,新北市八里區米倉里9鄰龍米路二段129巷1號,2026-09-13
新北市八里區龍米路2段96號,25.148000,121.445068,新北市八里區米倉里9鄰龍米路二段96號,2026-09-13
新北市八里區龍米路2段98號,25.148037,121.445036,新北市八里區米倉里9鄰龍米路二段98號,2026-09-13
新北市土城區三民路4號,24.963113,121.420685,新北市土城區沛陂里9鄰三民路4號,2026-09-13
新北市土城區中央路4段80號,24.959553,121.418773,新北市土城區頂埔里7鄰中央路四段80號,2026-09-13
新北市土城區員林街15號,24.978282,121.442984,新北市土城區員林里18鄰員林街15號,2026-09-13
新北市土城區員林里員林街15號,24.978282,121.442984,新北市土城區員林里18鄰員林街15號,2026-09-13
新北市土城區土城里興城路12號,24.973566,121.442574,新北市土城區土城里17鄰興城路12號,2026-09-13
新北市土城區承天路6號,24.964749,121.436255,新北市土城區大安里7鄰承天路6號,2026-09-13
新北市土城區永豐里清水路234巷5號,24.982349,121.461481,新北市土城區永豐里8鄰清水路234巷5號,2026-09-13
新北市土城區興城路12號,24.973566,121.442574,新北市土城區土城里17鄰興城路12號,2026-09-13
新北市平溪區十分街157號,25.043478,121.777697,新北市平溪區十分里6鄰十分街157號,2026-09-13
新北市新店區中正路367號,24.976389,121.534828,新北市新店區福德里1鄰中正路367號,2026-09-13
新北市新莊區中環路2段392號,25.046210,121.442156,新北市新莊區立泰里21鄰中環路二段392號之1,2026-09-13
新北市新莊區中華路1段66巷2號,25.038608,121.452345,新北市新莊區榮和里18鄰中華路一段66巷2號,2026-09-13
新北市新莊區化成路231號,25.052926,121.466129,新北市新莊區頭前里10鄰化成路231號,2026-09-13
新北市新莊區幸福路569號,25.049223,121.454048,新北市新莊區自信里10鄰幸福路569號,2026-09-13
新北市新莊區建興街28號,25.037246,121.450101,新北市新莊區興漢里16鄰建興街28號,2026-09-13
新北市新莊區新豐街20巷5號,25.034538,121.448038,新北市新莊區全安里14鄰新豐街20巷5號,2026-09-13
新北市新莊區瓊泰路116號,25.030931,121.443332,新北市新莊區國泰里2鄰瓊泰路116號,2026-09-13
新北市板橋區中山路1段293之1號,25.014407,121.470641,新北市板橋區香丘里14鄰中山路一段293之1號,2026-09-13
新北市板橋區四川路2段239號,24.993841,121.450834,新北市板橋區華德里19鄰四川路二段239號,2026-09-13
新北市板橋區文化路2段242號,25.027788,121.470945,新北市板橋區忠翠里9鄰文化路二段242號,2026-09-13
新北市板橋區民族路61號,25.008871,121.465145,新北市板橋區深丘里5鄰民族路61號,2026-09-13
新北市板橋區萬板路101號,25.023632,121.472717,新北市板橋區華翠里4鄰萬板路101號,2026-09-13
新北市板橋區重慶路66號,25.006454,121.461841,新北市板橋區景星里20鄰重慶路66號,2026-09-13
新北市林口區仁愛里文化一路1段137號,25.071966,121.373910,新北市林口區仁愛里30鄰文化一路一段137號,2026-09-13
新北市林口區南勢二街154號,25.073835,121.359019,新北市林口區南勢里11鄰南勢二街154號,2026-09-13
新北市林口區南勢街538號,25.078830,121.352026,新北市林口區南勢里4鄰南勢街538號,2026-09-13
新北市林口區南勢里南勢二街154號,25.073835,121.359019,新北市林口區南勢里11鄰南勢二街154號,2026-09-13
新北市林口區後坑34之1號,25.128390,121.349320,新北市林口區太平里11鄰後坑34之1號,2026-09-13
新北市林口區文化一路1段137號,25.071966,121.373910,新北市林口區仁愛里30鄰文化一路一段137號,2026-09-13
新北市林口區林口路76號,25.080842,121.389893,新北市林口區菁湖里4鄰林口路76號,2026-09-13
新北市樹林區中正路21之1號,24.999270,121.427642,新北市樹林區圳福里16鄰中正路21之1號,2026-09-13
新北市樹林區中正路21號,24.999302,121.427599,新北市樹林區圳福里16鄰中正路21號,2026-09-13
新北市樹林區佳園路1段71之5號,24.970203,121.393313,新北市樹林區中山里15鄰佳園路一段71之5號,2026-09-13
新北市樹林區佳園路3段128號,24.950831,121.386183,新北市樹林區南園里10鄰佳園路三段128號,2026-09-13
新北市樹林區佳園路3段15號,24.954999,121.388434,新北市樹林區柑園里2鄰佳園路三段15號,2026-09-13
新北市樹林區復興路225巷2號,24.990858,121.420272,新北市樹林區樹西里29鄰復興路225巷2號,2026-09-13
新北市樹林區復興路335巷7號,24.987683,121.418368,新北市樹林區樹南里7鄰復興路335巷7號,2026-09-13
新北市樹林區文化街112巷2號,24.989981,121.416925,新北市樹林區樹興里8鄰文化街112巷2號,2026-09-13
新北市樹林區文化街15號,24.987395,121.419676,新北市樹林區樹南里3鄰文化街15號,2026-09-13
新北市樹林區福順街27號,24.979272,121.415580,新北市樹林區太順里13鄰福順街27號,2026-09-13
新北市樹林區育英街176號,24.989427,121.417830,新北市樹林區樹西里13鄰育英街176號,2026-09-13
新北市樹林區鎮前街467號,24.982186,121.412602,新北市樹林區東陽里12鄰鎮前街467號,2026-09-13
新北市永和區中正路666巷70號,25.008989,121.519056,新北市永和區光明里1鄰中正路666巷68號,2026-09-13
新北市永和區中正路70號,24.994949,121.513662,新北市永和區智光里26鄰中正路70號,2026-09-13
新北市永和區安樂路204之216號,25.001848,121.515134,新北市永和區潭墘里3鄰安樂路204號,2026-09-13
新北市永和區安樂路342號,25.006176,121.514473,新北市永和區永安里11鄰安樂路342號,2026-09-13
新北市永和區安樂路431號,25.004310,121.514278,新北市永和區永樂里1鄰安樂路431號,2026-09-13
新北市永和區成功路1段1號,25.005317,121.527271,新北市永和區秀成里1鄰成功路一段1號,2026-09-13
新北市汐止區大同路2段394號,25.066949,121.658391,新北市汐止區禮門里17鄰大同路二段394號,2026-09-13
新北市汐止區康寧街520號,25.068622,121.633830,新北市汐止區湖光里1鄰康寧街520號之1,2026-09-13
新北市汐止區建成路39號,25.072883,121.662969,新北市汐止區城中里8鄰建成路39號,2026-09-13
新北市汐止區復興路1之1號,25.064958,121.655940,新北市汐止區復興里4鄰復興路1號,2026-09-13
新北市汐止區橫科路117號,25.050534,121.619967,新北市汐止區橫科里34鄰橫科路117號,2026-09-13
新北市汐止區環河街1號,25.063819,121.632833,新北市汐止區中興里32鄰環河街1號,2026-09-13
新北市汐止區福德三路9號,25.069430,121.637758,新北市汐止區康福里8鄰福德三路9號,2026-09-13
新北市汐止區茄苳路82號,25.070489,121.667029,新北市汐止區崇德里3鄰茄苳路82號,2026-09-13
新北市泰山區明志路2段426號,25.043811,121.424712,新北市泰山區明志里19鄰明志路二段426號,2026-09-13
新北市淡水區三民街2巷6號,25.171169,121.439376,新北市淡水區永吉里22鄰三民街2巷6號,2026-09-13
新北市淡水區中正東路1段3巷6號,25.164848,121.451057,新北市淡水區竿蓁里14鄰中正東路一段3巷6號,2026-09-13
新北市淡水區中正東路2段29之5號,25.156985,121.460209,新北市淡水區八勢里7鄰中正東路二段29之5號,2026-09-13
新北市淡水區中正路1段2號,25.176596,121.429053,新北市淡水區油車里1鄰中正路一段2號,2026-09-13
新北市淡水區中正路65號,25.169504,121.441139,新北市淡水區草東里16鄰中正路65號,2026-09-13
新北市淡水區學府路99號,25.171312,121.449293,新北市淡水區學府里4鄰學府路99號,2026-09-13
新北市淡水區後寮6號,25.197698,121.478421,新北市淡水區忠寮里11鄰後寮6號,2026-09-13
新北市淡水區新民街1段138巷7號,25.189322,121.428122,新北市淡水區大庄里10鄰新民街一段138巷7號,2026-09-13
新北市淡水區水源街1段29號,25.172342,121.443203,新北市淡水區中興里12鄰水源街一段29號,2026-09-13
新北市淡水區沙崙路300號,25.187183,121.427566,新北市淡水區油車里20鄰沙崙路300號,2026-09-13
新北市淡水區福德里自強路51號,25.131283,121.461543,新北市淡水區福德里8鄰自強路51號,2026-09-13
新北市淡水區竿蓁里中正東路1段3巷6號,25.164848,121.451057,新北市淡水區竿蓁里14鄰中正東路一段3巷6號,2026-09-13
新北市淡水區自強路51號,25.131283,121.461543,新北市淡水區福德里8鄰自強路51號,2026-09-13
新北市淡水區鼻頭街22號,25.166015,121.447054,新北市淡水區幸福里1鄰鼻頭街22號,2026-09-13
新北市深坑區北深路1段83巷8弄36號,25.010023,121.634587,新北市深坑區土庫里17鄰北深路一段83巷8弄36號,2026-09-13
新北市深坑區文化街45號,25.001803,121.616875,新北市深坑區深坑里30鄰文化街45號,2026-09-13
新北市烏來區忠治里新烏路5段111號,24.871714,121.548005,新北市烏來區忠治里2鄰新烏路五段111號,2026-09-13
新北市烏來區新烏路5段111號,24.871714,121.548005,新北市烏來區忠治里2鄰新烏路五段111號,2026-09-13
新北市烏來區烏來里啦卡路5號,24.863038,121.554224,新北市烏來區烏來里3鄰啦卡路5號,2026-09-13
新北市瑞芳區逢甲路274之2號,25.111349,121.804697,新北市瑞芳區龍山里10鄰逢甲路274之2號,2026-09-13
新北市瑞芳區魚寮路146號,25.057988,121.819829,新北市瑞芳區碩仁里3鄰魚寮路146號,2026-09-13
新北市石碇區石碇西街15號,24.990263,121.658955,新北市石碇區石碇里6鄰石碇西街15號,2026-09-13
新北市石碇區靜安路1段245號,25.007795,121.688007,新北市石碇區永定里9鄰靜安路一段245號,2026-09-13
新北市石門區中山路34號,25.290163,121.566429,新北市石門區石門里5鄰中山路34號,2026-09-13
新北市石門區山溪里老崩山6之5號,25.290889,121.551720,新北市石門區山溪里1鄰老崩山6之5號,2026-09-13
新北市萬里區瑪鋉路123號,25.178248,121.689187,新北市萬里區萬里里3鄰瑪鋉路123號,2026-09-13
新北市萬里區瑪鋉路157號,25.178332,121.689713,新北市萬里區萬里里4鄰瑪鋉路157號,2026-09-13
新北市萬里區瑪鋉路15號,25.177827,121.685353,新北市萬里區萬里里2鄰瑪鋉路15號,2026-09-13
新北市蘆洲區中正路172號,25.086869,121.468039,新北市蘆洲區保佑里1鄰中正路172號,2026-09-13
新北市蘆洲區信義路266巷9號,25.087205,121.478520,新北市蘆洲區信義里10鄰信義路266巷9號,2026-09-13
新北市蘆洲區民族路33巷8號,25.085495,121.478063,新北市蘆洲區鷺江里13鄰民族路33巷8號,2026-09-13
新北市蘆洲區民權路78號,25.087573,121.474765,新北市蘆洲區仁愛里11鄰民權路78號,2026-09-13
新北市貢寮區學苑街7號,25.022017,121.915086,新北市貢寮區雙玉里10鄰學苑街7號,2026-09-13
新北市金山區中山路234號,25.222963,121.636519,新北市金山區美田里2鄰中山路234號,2026-09-13
新北市鶯歌區中山路138巷3之4號,24.958012,121.349486,新北市鶯歌區西鶯里18鄰中山路138巷3號之4,2026-09-13
新北市鶯歌區中正三路鄭厝巷14之3號,24.934751,121.333153,新北市鶯歌區二橋里7鄰中正三路鄭厝巷14之3號,2026-09-13
新北市鶯歌區二甲里1鄰環河路169號,24.937488,121.344323,新北市鶯歌區二甲里1鄰環河路169號,2026-09-13
新北市鶯歌區文化路181號,24.953976,121.355440,新北市鶯歌區東鶯里5鄰文化路181號,2026-09-13
新北市鶯歌區文化路215號,24.953499,121.354657,新北市鶯歌區東鶯里7鄰文化路215號,2026-09-13
新北是新莊區中原路191號,25.054209,121.452272,新北市新莊區昌平里20鄰中原路191號,2026-09-13
新和順清慈宮,23.042973,120.211712,臺南市安南區新順里20鄰培安路173號,2026-09-13
新埔六街140號,25.017194,121.301834,桃園市桃園區藝文里7鄰新埔六街140號,2026-09-13
新埔鎮成功街240號,24.828829,121.074369,新竹縣新埔鎮新民里14鄰成功街240號,2026-09-13
新屋區中山路370號,24.972875,121.104147,桃園市新屋區新生里5鄰中山路370號,2026-09-13
新屋區中正路196號,24.974081,121.102033,桃園市新屋區新生里4鄰中正路196號,2026-09-13
新屋區中興路111號,24.970099,121.101834,桃園市新屋區新屋里14鄰中興路111號,2026-09-13
新屋區中華南路2段50號,24.957577,121.115783,桃園市新屋區埔頂里1鄰中華南路二段50號,2026-09-13
新屋區中華路658號,24.981321,121.107703,桃園市新屋區清華里16鄰中華路658號,2026-09-13
新屋區後庄村東福路2段515號,24.951087,121.019760,桃園市新屋區後庄里5鄰東福路二段515號,2026-09-13
新屋區後庄里東福路2段515號,24.951087,121.019760,桃園市新屋區後庄里5鄰東福路二段515號,2026-09-13
新屋區新生里3鄰中山路267巷1號,24.972402,121.104985,桃園市新屋區新生里3鄰中山路267巷1號,2026-09-13
新屋區新生里中山路370號,24.972875,121.104147,桃園市新屋區新生里5鄰中山路370號,2026-09-13
新屋區笨港里聖賢路39號,24.975833,121.026588,桃園市新屋區笨港里2鄰聖賢路39號,2026-09-13
新營區中山路93之2號,23.305751,120.320065,臺南市新營區興業里4鄰中山路93之2號,2026-09-13
新營區中正路23號,23.308580,120.315842,臺南市新營區民權里5鄰中正路23號,2026-09-13
新營區中正路39之9號,23.314231,120.316466,臺南市新營區忠政里4鄰中正路39之9號,2026-09-13
新營區中正路41號,23.315260,120.316352,臺南市新營區忠政里11鄰中正路41號,2026-09-13
新營區建業路191號,23.298355,120.298573,臺南市新營區南紙里22鄰建業路191號,2026-09-13
新營區新東里10鄰東仁街10巷39號,23.316564,120.328685,臺南市新營區新東里12鄰東仁街10巷39號,2026-09-13
新營區新進路45號,23.300550,120.312152,臺南市新營區永平里16鄰新進路二段45號,2026-09-13
新營區東學路77號,23.315578,120.326209,臺南市新營區新東里15鄰東學路77號,2026-09-13
新營區民族路4之3號,23.306471,120.318624,臺南市新營區大宏里8鄰民族路4之3號,2026-09-13
新營區民治路65號,23.309520,120.308701,臺南市新營區民生里4鄰民治路65號,2026-09-13
新竹市中和路15巷17號,24.800136,120.957210,新竹市北區西雅里18鄰中和路15巷17號,2026-09-13
新竹市中央路241號,24.809670,120.976231,新竹市東區復中里7鄰中央路241號,2026-09-13
新竹市中央路342號,24.810665,120.978764,新竹市東區復興里1鄰中央路342號,2026-09-13
新竹市中山路598號,24.797012,120.955406,新竹市香山區頂埔里2鄰中山路598號,2026-09-13
新竹市中正路20號,24.803051,120.971392,新竹市東區榮光里2鄰中正路20號,2026-09-13
新竹市中正路96巷16號,24.805616,120.970275,新竹市東區中正里3鄰中正路96巷16號,2026-09-13
新竹市中華路2段471號,24.801221,120.970546,新竹市東區榮光里6鄰中華路二段471號,2026-09-13
新竹市中華路2段49號,24.808598,120.982270,新竹市東區東園里14鄰中華路二段49號,2026-09-13
新竹市五福路2段707號,24.757337,120.952318,新竹市香山區東香里6鄰五福路二段707號,2026-09-13
新竹市元培街306號,24.777840,120.940380,新竹市香山區香村里1鄰元培街306號,2026-09-13
新竹市光復路1段163巷53弄1之4號,24.780158,121.021764,新竹市東區金山里22鄰光復路一段163巷53弄1之4號,2026-09-13
新竹市光復路1段448號,24.784960,121.013552,新竹市東區龍山里12鄰光復路一段448號,2026-09-13
新竹市光復路1段512號,24.786032,121.011864,新竹市東區龍山里6鄰光復路一段512號,2026-09-13
新竹市光復路1段525巷27號,24.783613,121.013513,新竹市東區仙水里10鄰光復路一段525巷27號,2026-09-13
新竹市光復路2段101號,24.796398,120.996864,新竹市東區光明里7鄰光復路二段101號,2026-09-13
新竹市光華街91號,24.817268,120.972117,新竹市北區光華里8鄰光華街91號,2026-09-13
新竹市八德路155號,24.804242,120.985185,新竹市東區東勢里13鄰八德路155號,2026-09-13
新竹市北區北大路22號,24.810416,120.969288,新竹市北區大同里12鄰北大路99號,2026-09-13
新竹市北區國華街69號,24.816368,120.970300,新竹市北區光華里1鄰國華街69號,2026-09-13
新竹市北區東大路4段315號,24.846370,120.925295,新竹市北區南寮里22鄰東大路四段315號,2026-09-13
新竹市北區林森路278號,24.797657,120.961890,新竹市北區育英里18鄰林森路278號,2026-09-13
新竹市北區水田街91巷9號,24.815842,120.967493,新竹市北區光田里2鄰水田街91巷9號,2026-09-13
新竹市北區湳雅街313巷5號,24.823167,120.976288,新竹市北區舊社里7鄰湳雅街313巷5號,2026-09-13
新竹市北區舊港里6鄰54號,24.845631,120.942055,新竹市北區舊港里6鄰舊港54號,2026-09-13
新竹市北大路373號,24.804403,120.961070,新竹市北區崇禮里12鄰北大路373號,2026-09-13
新竹市北門街172號,24.808657,120.965213,新竹市北區北門里2鄰北門街172號,2026-09-13
新竹市千甲路385號,24.806902,121.012693,新竹市東區千甲里4鄰千甲路385號,2026-09-13
新竹市千甲路460號,24.802808,121.019406,新竹市東區千甲里4鄰千甲路460號,2026-09-13
新竹市南大路175號,24.799853,120.973494,新竹市東區下竹里11鄰南大路175號,2026-09-13
新竹市南大路808巷1之1號,24.788771,120.966014,新竹市東區光鎮里10鄰南大路808巷1號,2026-09-13
新竹市博愛街106號,24.799062,120.982338,新竹市東區綠水里16鄰博愛街106號,2026-09-13
新竹市原興路198號,24.811499,121.001997,新竹市東區水源里5鄰原興路198號,2026-09-13
新竹市吉羊路96號,24.824096,120.954510,新竹市北區士林里9鄰吉羊路96號,2026-09-13
新竹市園後街40號,24.800136,120.983990,新竹市東區綠水里21鄰園後街40號,2026-09-13
新竹市埔頂二路123號,24.792422,121.010349,新竹市東區埔頂里7鄰埔頂二路123號,2026-09-13
新竹市埔頂路136號,24.794176,121.010028,新竹市東區埔頂里11鄰埔頂路136號,2026-09-13
新竹市大同路86號,24.804866,120.968645,新竹市東區中正里4鄰大同路86號,2026-09-13
新竹市學府路128號,24.796856,120.984713,新竹市東區綠水里9鄰學府路128號,2026-09-13
新竹市學府路2號,24.793843,120.976798,新竹市東區建華里2鄰學府路2號,2026-09-13
新竹市工業東二路1號,24.779787,121.005629,新竹市東區科園里24鄰工業東二路1號,2026-09-13
新竹市建中一路23巷21號,24.800149,120.993424,新竹市東區豐功里14鄰建中一路23巷21號,2026-09-13
新竹市建功一路49巷14號,24.798998,120.996504,新竹市東區軍功里29鄰建功一路49巷14號,2026-09-13
新竹市建新路52號,24.797904,120.997004,新竹市東區軍功里14鄰建新路52號,2026-09-13
新竹市建華街36號,24.793710,120.975162,新竹市東區建華里5鄰建華街36號,2026-09-13
新竹市忠孝路50號,24.801618,120.990662,新竹市東區光復里11鄰忠孝路50號,2026-09-13
新竹市慈雲路81號,24.791151,121.011808,新竹市東區埔頂里21鄰慈雲路81號,2026-09-13
新竹市成功路192巷191弄22之1號,24.811683,120.947361,新竹市北區新雅里20鄰成功路192巷191弄22之1號,2026-09-13
新竹市成功路192巷196號,24.812313,120.948257,新竹市北區新雅里19鄰成功路192巷196號,2026-09-13
新竹市明湖路775巷36號,24.774461,120.968521,新竹市東區明湖里1鄰明湖路775巷36號,2026-09-13
新竹市東區三民里中華路2段2之1號,24.809673,120.983439,新竹市東區三民里12鄰中華路二段2之1號,2026-09-13
新竹市東區中央路229號,24.809666,120.974931,新竹市東區復中里7鄰中央路229號,2026-09-13
新竹市東區中央路241號,24.809670,120.976231,新竹市東區復中里7鄰中央路241號,2026-09-13
新竹市東區中央路342號,24.810665,120.978764,新竹市東區復興里1鄰中央路342號,2026-09-13
新竹市東區中央路345號,24.813943,120.980643,新竹市東區復興里7鄰中央路345號,2026-09-13
新竹市東區中華路2段2之1號,24.809673,120.983439,新竹市東區三民里12鄰中華路二段2之1號,2026-09-13
新竹市東區光復路1段163巷1之4號,24.781443,121.022441,新竹市東區金山里10鄰光復路一段163巷1號,2026-09-13
新竹市東區八德路233號,24.803742,120.985256,新竹市東區東勢里17鄰八德路233號,2026-09-13
新竹市東區南大路500之1號,24.795314,120.965633,新竹市東區振興里6鄰南大路500之1號,2026-09-13
新竹市東區南門街109之1號,24.802517,120.966756,新竹市東區關帝里8鄰南門街105之2號,2026-09-13
新竹市東區博愛街106號,24.799062,120.982338,新竹市東區綠水里16鄰博愛街106號,2026-09-13
新竹市東區原興路198號,24.811499,121.001997,新竹市東區水源里5鄰原興路198號,2026-09-13
新竹市東區建中一路23巷21號,24.800149,120.993424,新竹市東區豐功里14鄰建中一路23巷21號,2026-09-13
新竹市東區建功一路49巷14號,24.798998,120.996504,新竹市東區軍功里29鄰建功一路49巷14號,2026-09-13
新竹市東區建新路52號,24.797904,120.997004,新竹市東區軍功里14鄰建新路52號,2026-09-13
新竹市東區建華里2鄰學府路2號,24.793843,120.976798,新竹市東區建華里2鄰學府路2號,2026-09-13
新竹市東區東南街142巷28號,24.796839,120.973219,新竹市東區頂竹里1鄰東南街142巷28號,2026-09-13
新竹市東區東大路4段32號,24.802283,120.976492,新竹市東區公園里8鄰東大路一段32號,2026-09-13
新竹市東區東山里食品路155巷29號,24.796585,120.976954,新竹市東區東山里16鄰食品路155巷29號,2026-09-13
新竹市東區東門街33號,24.804028,120.973432,新竹市東區榮光里8鄰東門街33號,2026-09-13
新竹市東區林森路32號,24.801825,120.968731,新竹市東區成功里7鄰林森路32號,2026-09-13
新竹市東區民享一街36號,24.782640,121.009420,新竹市東區科園里19鄰民享一街36號,2026-09-13
新竹市東區民族路31號,24.803951,120.971949,新竹市東區榮光里3鄰民族路31號,2026-09-13
新竹市東區民族路36號,24.804912,120.972830,新竹市東區育賢里9鄰民族路36號,2026-09-13
新竹市東區科園里科學園路162巷36號,24.781862,121.010208,新竹市東區科園里9鄰科學園路162巷36號,2026-09-13
新竹市東區立功里光復路2段42巷12弄35號,24.793198,121.004023,新竹市東區立功里5鄰光復路二段42巷12弄35號,2026-09-13
新竹市東區立鵬路82之120號,24.790200,121.011171,新竹市東區龍山里17鄰立鵬路82號,2026-09-13
新竹市東區竹蓮街10號,24.796932,120.972644,新竹市東區頂竹里2鄰竹蓮街10號,2026-09-13
新竹市東區竹蓮街6號,24.796792,120.972727,新竹市東區頂竹里2鄰竹蓮街6號,2026-09-13
新竹市東區綠水里園後街40號,24.800136,120.983990,新竹市東區綠水里21鄰園後街40號,2026-09-13
新竹市東區西大路72巷55號,24.797047,120.970931,新竹市東區南大里8鄰西大路72巷55號,2026-09-13
新竹市東區豐功里建中一路23巷21號,24.800149,120.993424,新竹市東區豐功里14鄰建中一路23巷21號,2026-09-13
新竹市東區軍功里建新路52號,24.797904,120.997004,新竹市東區軍功里14鄰建新路52號,2026-09-13
新竹市東區金城一路67號,24.794428,121.002810,新竹市東區建功里2鄰金城一路67號,2026-09-13
新竹市東區金山里光復路1段163巷53弄1號,24.780158,121.021764,新竹市東區金山里22鄰光復路一段163巷53弄1之4號,2026-09-13
新竹市東區食品路155巷27號,24.796601,120.976947,新竹市東區東山里16鄰食品路155巷27號,2026-09-13
新竹市東區食品路155巷29號,24.796585,120.976954,新竹市東區東山里16鄰食品路155巷29號,2026-09-13
新竹市東區食品路66號,24.800156,120.980037,新竹市東區公園里7鄰食品路66號,2026-09-13
新竹市東區高峰里高峰路325巷8弄18號,24.780819,120.981179,新竹市東區高峰里14鄰高峰路325巷8弄18號,2026-09-13
新竹市東區龍山西路107號,24.790688,121.009490,新竹市東區龍山里18鄰龍山西路107號,2026-09-13
新竹市東區龍山西路99號,24.790387,121.009938,新竹市東區龍山里18鄰龍山西路99號,2026-09-13
新竹市東區龍山里光復路1段472號,24.785218,121.012862,新竹市東區龍山里12鄰光復路一段472號,2026-09-13
新竹市東區龍山里光復路1段512號,24.786032,121.011864,新竹市東區龍山里6鄰光復路一段512號,2026-09-13
新竹市東大路1段132號,24.808329,120.972253,新竹市東區錦華里1鄰東大路一段132號,2026-09-13
新竹市東大路1段137之1號,24.808530,120.971931,新竹市東區親仁里6鄰東大路一段137之1號,2026-09-13
新竹市東大路2段15巷1號,24.811191,120.968858,新竹市北區水田里3鄰東大路二段15巷1號,2026-09-13
新竹市東大路2段232巷17號,24.818815,120.965177,新竹市北區武陵里20鄰東大路二段232巷17號,2026-09-13
新竹市東大路2段386號,24.819486,120.962858,新竹市北區武陵里22鄰東大路二段386號,2026-09-13
新竹市東大路2段598巷108號,24.825963,120.962023,新竹市北區古賢里1鄰東大路二段598巷117之1號,2026-09-13
新竹市東大路3段335巷7號,24.835542,120.944251,新竹市北區康樂里6鄰東大路三段335巷7號,2026-09-13
新竹市東大路3段357巷6號,24.836240,120.943422,新竹市北區康樂里4鄰東大路三段357巷6號,2026-09-13
新竹市東大路4段32號,24.841512,120.936190,新竹市北區南寮里6鄰東大路四段32號,2026-09-13
新竹市東大路4段35號,24.841491,120.935673,新竹市北區南寮里6鄰東大路四段35號,2026-09-13
新竹市東明街138巷1號,24.804372,120.987415,新竹市東區東勢里3鄰東明街138巷1號,2026-09-13
新竹市東香路2段20號,24.773545,120.951462,新竹市香山區東香里2鄰東香路二段20號,2026-09-13
新竹市林森路176號,24.799304,120.964446,新竹市東區福德里5鄰林森路176號,2026-09-13
新竹市武陵西三路7號,24.819845,120.964705,新竹市北區武陵里24鄰武陵西三路7號,2026-09-13
新竹市武陵路111之1號,24.819167,120.966980,新竹市北區湳中里1鄰武陵路111之1號,2026-09-13
新竹市武陵路73巷8號,24.818578,120.966033,新竹市北區武陵里25鄰武陵路73巷8號,2026-09-13
新竹市民享一街36號,24.782640,121.009420,新竹市東區科園里19鄰民享一街36號,2026-09-13
新竹市民族路31號,24.803951,120.971949,新竹市東區榮光里3鄰民族路31號,2026-09-13
新竹市民族路33號,24.805696,120.972509,新竹市東區育賢里11鄰民族路33號,2026-09-13
新竹市水源街77巷18號,24.801513,120.991017,新竹市東區光復里10鄰水源街77巷18號,2026-09-13
新竹市水田街146號,24.815208,120.967547,新竹市北區光田里8鄰水田街146號,2026-09-13
新竹市水田街98號,24.813962,120.966534,新竹市北區水田里13鄰水田街98號,2026-09-13
新竹市湳雅街187巷84之1號,24.821025,120.971809,新竹市北區湳雅里7鄰湳雅街187巷84之1號,2026-09-13
新竹市湳雅街88號,24.818905,120.972031,新竹市北區光華里12鄰湳雅街88號,2026-09-13
新竹市田美三街2號,24.814858,120.977053,新竹市東區文華里14鄰田美三街2號,2026-09-13
新竹市田美二街8號,24.814850,120.972897,新竹市東區文華里8鄰田美二街8號,2026-09-13
新竹市科學園區展業一路2號,24.782050,121.002503,新竹市東區科園里22鄰展業一路2號,2026-09-13
新竹市竹蓮街6號,24.796792,120.972727,新竹市東區頂竹里2鄰竹蓮街6號,2026-09-13
新竹市綠水里博愛街106號,24.799062,120.982338,新竹市東區綠水里16鄰博愛街106號,2026-09-13
新竹市育英路69號,24.799170,120.958271,新竹市北區育英里6鄰育英路69號,2026-09-13
新竹市自由路69號,24.812992,120.980658,新竹市東區復興里9鄰自由路69號,2026-09-13
新竹市西大路213號,24.798450,120.968133,新竹市東區振興里1鄰西大路213號,2026-09-13
新竹市西大路681巷1號,24.810203,120.957214,新竹市北區磐石里11鄰西大路681巷1號,2026-09-13
新竹市西大路95號,24.796100,120.970666,新竹市東區南大里16鄰西大路95號,2026-09-13
新竹市西濱路1段1段1巷76弄1號,24.827450,120.925330,新竹市北區港北里10鄰西濱路一段1巷76弄3號,2026-09-13
新竹市西門街185號,24.800457,120.962087,新竹市北區興南里9鄰西門街185號,2026-09-13
新竹市關新一街26號,24.783874,121.019044,新竹市東區關東里22鄰關新一街26號,2026-09-13
新竹市關新路19巷49號,24.784008,121.017327,新竹市東區關新里8鄰關新路19巷49號,2026-09-13
新竹市關新路53號,24.785768,121.018589,新竹市東區關新里5鄰關新路53號,2026-09-13
新竹市食品路155巷27號,24.796601,120.976947,新竹市東區東山里16鄰食品路155巷27號,2026-09-13
新竹市食品路67號,24.798676,120.978983,新竹市東區綠水里3鄰食品路67號,2026-09-13
