raw,county,source,reason,count
3-1教室,南投縣,nantou-cc-portal,只有場地名,1
木工教室,南投縣,nantou-cc-portal,只有場地名,1
2F電腦教室,南投縣,nantou-cc-portal,只有場地名,1
魚池鄉 親手窯,南投縣,nantou-cc-portal,只有場地名,1
校園中廊,南投縣,nantou-cc-portal,只有場地名,1
多元教室,南投縣,nantou-cc-portal,只有場地名,1
陶藝教室,南投縣,nantou-cc-portal,只有場地名,1
國立公共資訊圖書館總館-4樓閱覽區,,nlpi-activities,只有場地名,1
國立公共資訊圖書館總館-2樓藝文走廊,,nlpi-activities,只有場地名,1
總館-5樓青少年好Young館、總館-2樓第一會議室,,nlpi-activities,只有場地名,1
國立公共資訊圖書館總館-3樓世界之窗展區,,nlpi-activities,只有場地名,1
國立公共資訊圖書館總館-1樓兒童學習中心服務檯,,nlpi-activities,只有場地名,1
國立公共資訊圖書館總館-1樓流通服務檯,,nlpi-activities,只有場地名,1
國立公共資訊圖書館中興分館-3樓視聽室,,nlpi-activities,只有場地名,1
國立公共資訊圖書館總館-3樓世界繪本中心,,nlpi-activities,只有場地名,1
國立公共資訊圖書館總館-3樓樂齡學習區入口長廊,,nlpi-activities,只有場地名,1
國立公共資訊圖書館總館-3樓原住民族資料區,,nlpi-activities,只有場地名,1
國立公共資訊圖書館中興分館-4樓研習教室,,nlpi-activities,只有場地名,1
國立公共資訊圖書館總館-3樓期刊櫃檯,,nlpi-activities,只有場地名,1
國立公共資訊圖書館總館-1樓(6+7號電梯前)展區,,nlpi-activities,只有場地名,1
龍行新城活動中心,澎湖縣,penghu-cc-portal,只有場地名,1
朝陽里活動中心2樓,澎湖縣,penghu-cc-portal,只有場地名,1
澎湖縣特殊教育資源中心2樓,澎湖縣,penghu-cc-portal,只有場地名,1
澎湖縣身心障礙福利服務中心,澎湖縣,penghu-cc-portal,只有場地名,1
離島出走工作室(湖西鄉紅羅社區),澎湖縣,penghu-cc-portal,只有場地名,1
七美鄉老人文康活動中心,澎湖縣,penghu-cc-portal,只有場地名,1
許叁陸工作室,澎湖縣,penghu-cc-portal,只有場地名,1
舊南海燒烤前廣場,澎湖縣,penghu-cc-portal,只有場地名,1
朝陽社區活動中心2樓,澎湖縣,penghu-cc-portal,只有場地名,1
澎湖縣特教資源中心(馬公國小),澎湖縣,penghu-cc-portal,只有場地名,1
白沙鄉小赤社區活動中心,澎湖縣,penghu-cc-portal,只有場地名,1
岡林里活動中心,臺南市,tainan-cc-portal,只有場地名,1
小新營三代祖師廟,臺南市,tainan-cc-portal,只有場地名,1
花躲田間,臺南市,tainan-cc-portal,只有場地名,1
澄山社區活動中心,臺南市,tainan-cc-portal,只有場地名,1
南化老人文康中心,臺南市,tainan-cc-portal,只有場地名,1
中坑里活動中心,臺南市,tainan-cc-portal,只有場地名,1
線上教室,臺北市,taipei-cc,只有場地名,1
花博公園圓山園區,臺北市,taipei-cc,只有場地名,1
大湖公園,臺北市,taipei-cc,只有場地名,1
大安森林公園,臺北市,taipei-cc,只有場地名,1
幸安國小仁愛樓1樓校史中心,臺北市,taipei-cc,只有場地名,1
士林國小,臺北市,taipei-cc,只有場地名,1
忠孝國小會議室,臺北市,taipei-cc,只有場地名,1
雙永國小樂齡教室,臺北市,taipei-cc,只有場地名,1
臺北市中山區聚葉里辦公處,臺北市,taipei-senior-points,只有場地名,1
臺北市北投區智仁里辦公處,臺北市,taipei-senior-points,只有場地名,1
臺北市北投區桃源里辦公處,臺北市,taipei-senior-points,只有場地名,1
臺北市北投區湖山里辦公處,臺北市,taipei-senior-points,只有場地名,1
臺北市大同區永樂里辦公處,臺北市,taipei-senior-points,只有場地名,1
臺北市大同區真善美社區發展協會,臺北市,taipei-senior-points,只有場地名,1
臺北市松山區復盛里辦公處,臺北市,taipei-senior-points,只有場地名,1
臺北市松山區新東社區發展協會,臺北市,taipei-senior-points,只有場地名,1
臺北市長青福利會,臺北市,taipei-senior-points,只有場地名,1
臺北市體適能指導工作人員職業工會(福林里),臺北市,taipei-senior-points,只有場地名,1
財團法人佳音文教基金會,臺北市,taipei-senior-points,只有場地名,1
財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂(松江靈糧福音中心),臺北市,taipei-senior-points,只有場地名,1
財團法人台北市基督教台灣貴格會(忠湖教會),臺北市,taipei-senior-points,只有場地名,1
財團法人台北市私立永年社會福利慈善基金會,臺北市,taipei-senior-points,只有場地名,1
財團法人天主教中華道明會,臺北市,taipei-senior-points,只有場地名,1
桃園市桃園區民權路六號四樓,桃園市,taiwanjobs,只有場地名,1
臺南市永康區南台街一號,臺南市,taiwanjobs,只有場地名,1
臺南市中西區樹林街二段,臺南市,taiwanjobs,只有場地名,1
臺北市中山區龍江路,臺北市,taiwanjobs,只有場地名,1
宜蘭縣羅東鎮中山路２段１２３號,宜蘭縣,taiwanjobs,只有場地名,1
桃園市桃園區中山北路４２號４樓,桃園市,taiwanjobs,只有場地名,1
高雄市,高雄市,taiwanjobs,只有場地名,1
宜蘭縣宜蘭市神農路一段一號,宜蘭縣,taiwanjobs,只有場地名,1
臺北市中山運動中心 1F休閒廣場,,xuanen-centers,只有場地名,1
汐止國民運動中心 汐止綜合運動場-跑道,,xuanen-centers,只有場地名,1
汐止國民運動中心 5樓體適能中心,,xuanen-centers,只有場地名,1
桃園國民運動中心 游泳池,,xuanen-centers,只有場地名,1
中壢國民運動中心 綜合球場,,xuanen-centers,只有場地名,1
新竹市立竹光國民運動中心 TRX教室,,xuanen-centers,只有場地名,1
新竹市立竹光國民運動中心 綜合球場,,xuanen-centers,只有場地名,1
八德國民運動中心 3F綜合球場,,xuanen-centers,只有場地名,1
宜蘭國民運動中心 體能教室1F,,xuanen-centers,只有場地名,1
三重國民運動中心 女性教室,,xuanen-centers,只有場地名,1
三重國民運動中心 多功能教室,,xuanen-centers,只有場地名,1
臺北市大同運動中心 五樓羽球場,,xuanen-centers,只有場地名,1
wdyg-wd28 101教室,,xuanen-centers,只有場地名,1
wdyg-wd33 動趣有氧教室,,xuanen-centers,只有場地名,1
wdyg-wd33 動趣多功能教室,,xuanen-centers,只有場地名,1
雲林縣虎尾全民運動館 101教室,,xuanen-centers,只有場地名,1
四湖老人會館,雲林縣,yunlin-cc,只有場地名,1
陳孟傑舞蹈學院,雲林縣,yunlin-cc,只有場地名,1
松西村活動中心,雲林縣,yunlin-cc,只有場地名,1
內湖國小,雲林縣,yunlin-cc,只有場地名,1
四湖88咖啡,雲林縣,yunlin-cc,只有場地名,1
秀惠拼布工房,雲林縣,yunlin-cc,只有場地名,1
水林張老師音樂教室,雲林縣,yunlin-cc,只有場地名,1
陳文遠耳鼻喉科3樓,雲林縣,yunlin-cc,只有場地名,1
水林通商號,雲林縣,yunlin-cc,只有場地名,1
浿咖啡,雲林縣,yunlin-cc,只有場地名,1
北港鎮灣內社區活動中心,雲林縣,yunlin-cc,只有場地名,1
