tgos_id,key,address,raw,county,source,method,count,courses
1,臺北市長安西路37之1號,臺北市長安西路37之1號,台北市長安西路37-1號,臺北市,moe-cc-courses,門牌,323,207
2,高雄市鳳山區勝國街67號,高雄市鳳山區勝國街67號,高雄市鳳山區勝國街67號2樓,高雄市,moe-cc-courses,門牌,142,141
2,鳳山區勝國街67號,高雄市鳳山區勝國街67號,鳳山區勝國街67號2樓,高雄市,moe-cc-courses,門牌,1,1
3,臺北市信義區110臺北市信義區松仁路158巷1號,臺北市信義區松仁路158巷1號,臺北市信義區110臺北市信義區松仁路158巷1號,臺北市,taipei-cc,門牌,139,139
4,臺中市西屯區工業區一路100號,臺中市西屯區工業區一路100號,臺中市西屯區工業區一路100號,臺中市,mol-6060,門牌,132,115
5,宜蘭市復興路2段77號,宜蘭縣宜蘭市復興路2段77號,宜蘭市復興路二段77號(復興國中內),宜蘭縣,moe-cc-courses,門牌,111,111
6,臺北市士林區校本部：承德路4段177號,臺北市承德路4段177號,臺北市士林區校本部：承德路四段177號(百齡高中),臺北市,taipei-cc,門牌,99,99
7,彰化縣秀水鄉中山路245號,彰化縣秀水鄉中山路245號,彰化縣秀水鄉中山路245號,彰化縣,moe-cc-courses,門牌,86,86
8,臺中市大甲區和平路223號,臺中市大甲區和平路223號,437臺中市大甲區和平路223號,臺中市,moe-cc-courses,門牌,46,83
8,臺中市大甲區和平路223號,臺中市大甲區和平路223號,台中市大甲區和平路223號,臺中市,moe-cc-courses,門牌,36,83
8,臺中市大甲區和平路223號,臺中市大甲區和平路223號,臺中市大甲區和平路223號,臺中市,moe-cc-courses,門牌,2,83
8,大甲區和平路223號,臺中市大甲區和平路223號,大甲區和平路223號,臺中市,moe-cc-courses,門牌,1,1
9,校本部,高雄市三民區市中一路339號,校本部（高雄市三民區市中一路339號）,高雄市,moe-cc-courses,門牌,84,84
10,後甲國中,臺南市東區林森路2段260號,後甲國中（東區林森路二段260號）,臺南市,moe-cc-courses,門牌,83,83
11,臺北市北投區校本部北投區中山路5之12號,臺北市北投區校本部北投區中山路5之12號,臺北市北投區校本部北投區中山路5-12號,臺北市,taipei-cc,門牌,213,76
12,臺南市官田區官田工業區工業路40號,臺南市官田區官田工業區工業路40號,臺南市官田區官田工業區工業路40號,臺南市,mol-6060,門牌,82,76
13,桃園市楊梅區秀才路851號,桃園市楊梅區秀才路851號,桃園市楊梅區秀才路851號,桃園市,mol-6060,門牌,74,71
14,龜山區頂興路2號,桃園市龜山區頂興路2號,龜山區頂興路2號,桃園市,moe-cc-courses,門牌,68,68
14,桃園市龜山區頂興路2號,桃園市龜山區頂興路2號,桃園市龜山區頂興路2號,桃園市,moe-cc-sites,門牌,1,0
15,屏東市公裕街300號,屏東縣屏東市公裕街300號,屏東市公裕街300號,屏東縣,moe-cc-courses,門牌,62,62
16,大成國中,臺南市南區西門路1段306號,大成國中（南區西門路一段306號）,臺南市,moe-cc-courses,門牌,61,61
17,高雄市前鎮區凱旋四路105號,高雄市前鎮區凱旋四路105號,高雄市前鎮區凱旋四路105號,高雄市,mol-6060,門牌,62,55
18,臺北市士林區公民教室：承德路4段190號,臺北市承德路4段190號,臺北市士林區公民教室：承德路四段190號2樓(第6教室),臺北市,taipei-cc,門牌,21,51
18,臺北市士林區公民教室：承德路4段190號,臺北市承德路4段190號,臺北市士林區公民教室：承德路四段190號3樓(第4教室),臺北市,taipei-cc,門牌,15,51
18,臺北市士林區公民教室：承德路4段190號,臺北市承德路4段190號,臺北市士林區公民教室：承德路四段190號3樓(第3教室),臺北市,taipei-cc,門牌,15,51
18,臺北市承德路4段190號,臺北市承德路4段190號,臺北市承德路4段190號及192號3樓,臺北市,moe-cc-sites,門牌,1,0
19,新竹市竹蓮街6號,新竹市竹蓮街6號,新竹市竹蓮街6號,新竹市,cc-shared-platform,門牌,50,50
20,楊梅區新農街337號,桃園市楊梅區新農街337號,楊梅區新農街337號,桃園市,moe-cc-courses,門牌,47,47
21,臺江文化中心,臺南市安南區安吉路1段207號,台江文化中心（台南市安南區安吉路一段207號),臺南市,moe-cc-courses,門牌,47,47
22,新北市泰山區致遠新村55之1號,新北市泰山區致遠新村55之1號,新北市泰山區致遠新村55-1號,新北市,mol-6060,門牌,52,42
23,桃園區南華街77號,桃園市桃園區南華街77號,桃園區南華街77號9樓,桃園市,moe-cc-courses,門牌,37,37
23,桃園市桃園區南華街77號,桃園市桃園區南華街77號,桃園市桃園區南華街77號10樓之2,桃園市,taiwanjobs,門牌,3,3
24,桃園市八德區福國北街220號,桃園市八德區福國北街220號,桃園市八德區福國北街220號,桃園市,moe-cc-courses,門牌,39,39
25,臺北市士林區承德路4段190號,臺北市士林區承德路4段190號,臺北市士林區承德路四段190號三樓,臺北市,moe-cc-courses,門牌,22,38
25,臺北市士林區承德路4段190號,臺北市士林區承德路4段190號,臺北市士林區承德路四段190號二樓,臺北市,moe-cc-courses,門牌,20,38
26,福東國小,高雄市苓雅區福德三路96號,福東國小（高雄市苓雅區福德三路96號）,高雄市,moe-cc-courses,門牌,33,33
27,二林鎮後厝里長春路637號,彰化縣二林鎮後厝里長春路637號,二林鎮後厝里長春路637號,彰化縣,moe-cc-courses,門牌,31,31
27,彰化縣二林鎮後厝里長春路637號,彰化縣二林鎮後厝里長春路637號,彰化縣二林鎮後厝里長春路637號,彰化縣,moe-cc-sites,門牌,1,0
28,桃園市楊梅區幼獅路2段3號,桃園市楊梅區幼獅路2段3號,桃園市楊梅區幼獅路２段3號,桃園市,mol-6060,門牌,25,31
28,桃園市楊梅區幼獅路2段3號,桃園市楊梅區幼獅路2段3號,桃園市楊梅區幼獅路二段3號,桃園市,mol-6060,門牌,6,31
28,桃園市楊梅區幼獅路2段3號,桃園市楊梅區幼獅路2段3號,桃園市楊梅區幼獅路2段3號,桃園市,mol-6060,門牌,5,31
29,臺北市士林區士林區承德路4段177號,臺北市士林區士林區承德路4段177號,臺北市士林區士林區承德路四段177號,臺北市,taipei-cc,門牌,31,31
30,新北市五股區五權路17號,新北市五股區五權路17號,新北市五股區五權路17號7樓,新北市,mol-6060,門牌,15,29
30,新北市五股區五權路17號,新北市五股區五權路17號,新北市五股區五權路17號4樓,新北市,mol-6060,門牌,9,29
30,新北市五股區五權路17號,新北市五股區五權路17號,新北市五股區	五權路17號7樓,新北市,mol-6060,門牌,3,29
30,新北市五股區五權路17號,新北市五股區五權路17號,新北市五股區五權路17號5樓,新北市,mol-6060,門牌,3,29
30,新北市五股區五權路17號,新北市五股區五權路17號,新北市五股區五權路17號6樓,新北市,mol-6060,門牌,3,29
30,新北市五股區五權路17號,新北市五股區五權路17號,新北市五股區五權路17號8樓,新北市,mol-6060,門牌,1,29
30,新北市五股區五權路17號,新北市五股區五權路17號,新北市五股區五權路17號4樓A404教室,新北市,mol-6060,門牌,1,29
31,臺北市士林區公民教室：承德路4段192號,臺北市承德路4段192號,臺北市士林區公民教室：承德路四段192號3樓(第2教室),臺北市,taipei-cc,門牌,15,29
31,臺北市士林區公民教室：承德路4段192號,臺北市承德路4段192號,臺北市士林區公民教室：承德路四段192號2樓(第5教室),臺北市,taipei-cc,門牌,8,29
31,臺北市士林區公民教室：承德路4段192號,臺北市承德路4段192號,臺北市士林區公民教室：承德路四段192號3樓(第1教室),臺北市,taipei-cc,門牌,6,29
32,左營大路2之2號,高雄市左營大路2之2號,左營大路2-2號,高雄市,moe-cc-courses,門牌,29,29
33,臺南市官田區工業路40號,臺南市官田區工業路40號,臺南市官田區工業路40號,臺南市,mol-6060,門牌,32,28
34,楊梅區金龍里26鄰中興路238號,桃園市楊梅區金龍里26鄰中興路238號,楊梅區金龍里26鄰中興路238號2樓,桃園市,moe-cc-courses,門牌,27,27
35,臺南市永康區中山東路430號,臺南市永康區中山東路430號,臺南市永康區中山東路430號,臺南市,taiwanjobs,門牌,8,27
35,臺南市永康區中山東路430號,臺南市永康區中山東路430號,臺南市永康區中山東路430號2樓2B教室,臺南市,taiwanjobs,門牌,5,27
35,臺南市永康區中山東路430號,臺南市永康區中山東路430號,臺南市永康區中山東路430號4F4B教室,臺南市,taiwanjobs,門牌,3,27
35,臺南市永康區中山東路430號,臺南市永康區中山東路430號,臺南市永康區中山東路430號4樓4B教室,臺南市,taiwanjobs,門牌,3,27
35,臺南市永康區中山東路430號,臺南市永康區中山東路430號,臺南市永康區中山東路430號2F2A教室,臺南市,taiwanjobs,門牌,2,27
35,臺南市永康區中山東路430號,臺南市永康區中山東路430號,臺南市永康區中山東路430號4F4A教室,臺南市,taiwanjobs,門牌,2,27
35,臺南市永康區中山東路430號,臺南市永康區中山東路430號,臺南市永康區中山東路430號3樓3B教室,臺南市,taiwanjobs,門牌,2,27
35,臺南市永康區中山東路430號,臺南市永康區中山東路430號,臺南市永康區中山東路430號3樓3A教室,臺南市,taiwanjobs,門牌,2,27
36,臺北市北投區立農街1段250號,臺北市北投區立農街1段250號,臺北市北投區立農街一段250號,臺北市,taipei-cc,門牌,26,26
37,新竹市民族路31號,新竹市民族路31號,新竹市民族路31號11樓,新竹市,taiwanjobs,門牌,23,25
37,新竹市民族路31號,新竹市民族路31號,新竹市民族路31號10-11樓,新竹市,taiwanjobs,門牌,2,25
38,桃園市八德區陸光街50巷24號,桃園市八德區陸光街50巷24號,桃園市八德區陸光街50巷24號,桃園市,cc-shared-platform,門牌,24,24
39,水里鄉民生路68號,南投縣水里鄉民生路68號,水里鄉民生路68號,南投縣,moe-cc-courses,門牌,22,22
40,臺北市中正區愛國西路9號,臺北市中正區愛國西路9號,臺北市中正區愛國西路9號4樓之9,臺北市,taiwanjobs,門牌,10,22
40,臺北市中正區愛國西路9號,臺北市中正區愛國西路9號,臺北市中正區愛國西路9號4樓之8,臺北市,taiwanjobs,門牌,7,22
40,臺北市中正區愛國西路9號,臺北市中正區愛國西路9號,臺北市中正區愛國西路9號4樓之1,臺北市,taiwanjobs,門牌,3,22
40,臺北市中正區愛國西路9號,臺北市中正區愛國西路9號,臺北市中正區愛國西路9號4樓之一,臺北市,taiwanjobs,門牌,1,22
40,臺北市中正區愛國西路9號,臺北市中正區愛國西路9號,臺北市中正區愛國西路9號4樓之1、3樓之3,臺北市,taiwanjobs,門牌,1,22
41,桃園市中壢區復興路46號,桃園市中壢區復興路46號,桃園市中壢區復興路46號8~9樓,桃園市,taiwanjobs,門牌,7,21
41,桃園市中壢區復興路46號,桃園市中壢區復興路46號,桃園市中壢區復興路46號12樓(永祥大樓，兆豐銀行樓上),桃園市,taiwanjobs,門牌,4,21
41,桃園市中壢區復興路46號,桃園市中壢區復興路46號,桃園市中壢區復興路46號12樓,桃園市,taiwanjobs,門牌,3,21
41,桃園市中壢區復興路46號,桃園市中壢區復興路46號,桃園市中壢區復興路46號8樓,桃園市,taiwanjobs,門牌,3,21
41,桃園市中壢區復興路46號,桃園市中壢區復興路46號,桃園市中壢區復興路46號8-9樓,桃園市,taiwanjobs,門牌,2,21
41,桃園市中壢區復興路46號,桃園市中壢區復興路46號,桃園市中壢區復興路46號12F,桃園市,taiwanjobs,門牌,2,21
42,臺北市士林區承德路4段192號,臺北市士林區承德路4段192號,臺北市士林區承德路四段192號三樓,臺北市,moe-cc-courses,門牌,22,20
43,二林鎮五權街92巷25號,彰化縣二林鎮五權街92巷25號,二林鎮五權街92巷25號,彰化縣,moe-cc-courses,門牌,19,19
43,彰化縣二林鎮五權街92巷25號,彰化縣二林鎮五權街92巷25號,彰化縣二林鎮五權街92巷25號,彰化縣,moe-cc-sites,門牌,2,0
44,新北市泰山區明志路2段426號,新北市泰山區明志路2段426號,新北市泰山區明志路二段426號,新北市,cc-shared-platform,門牌,19,19
45,竹山鎮自強路100號,南投縣竹山鎮自強路100號,竹山鎮自強路100號,南投縣,moe-cc-courses,門牌,18,18
46,彰化市民族路209號,彰化縣彰化市民族路209號,彰化市民族路209號9樓B（民族講堂）,彰化縣,moe-cc-courses,門牌,5,14
46,彰化市民族路209號,彰化縣彰化市民族路209號,彰化市民族路209號8樓（民族講堂）,彰化縣,moe-cc-courses,門牌,4,14
46,彰化市民族路209號,彰化縣彰化市民族路209號,彰化市民族路209號9樓（民族講堂）,彰化縣,moe-cc-courses,門牌,3,14
46,彰化市民族路209號,彰化縣彰化市民族路209號,彰化市民族路209號9樓A（民族講堂）,彰化縣,moe-cc-courses,門牌,2,14
46,彰化市民族路209號,彰化縣彰化市民族路209號,彰化市民族路209號,彰化縣,moe-cc-courses,門牌,1,14
46,彰化縣彰化市民族路209號,彰化縣彰化市民族路209號,彰化縣彰化市民族路209號6樓,彰化縣,taiwanjobs,門牌,2,4
46,彰化縣彰化市民族路209號,彰化縣彰化市民族路209號,彰化縣彰化市民族路209號7樓,彰化縣,taiwanjobs,門牌,2,4
47,新北市板橋區中山路1段293之1號,新北市板橋區中山路1段293之1號,新北市板橋區中山路一段293之1號8樓之1,新北市,taiwanjobs,門牌,8,18
47,新北市板橋區中山路1段293之1號,新北市板橋區中山路1段293之1號,新北市板橋區中山路一段293-1號8樓之1(久揚天廈),新北市,taiwanjobs,門牌,5,18
47,新北市板橋區中山路1段293之1號,新北市板橋區中山路1段293之1號,新北市板橋區中山路1段293-1號8樓之1,新北市,taiwanjobs,門牌,3,18
47,新北市板橋區中山路1段293之1號,新北市板橋區中山路1段293之1號,新北市板橋區中山路一段293之1號8樓之1(久揚天廈),新北市,taiwanjobs,門牌,2,18
48,竹北市莊敬一路2號,新竹縣竹北市莊敬一路2號,竹北市莊敬一路2號(近光明六路東一段北側),新竹縣,moe-cc-courses,門牌,18,18
49,臺北市大安區復興南路1段390號,臺北市大安區復興南路1段390號,臺北市大安區復興南路１段390號6樓,臺北市,taiwanjobs,門牌,7,18
49,臺北市大安區復興南路1段390號,臺北市大安區復興南路1段390號,臺北市大安區復興南路一段390號2樓、3樓(大安大樓),臺北市,taiwanjobs,門牌,7,18
49,臺北市大安區復興南路1段390號,臺北市大安區復興南路1段390號,臺北市大安區復興南路一段390號11樓,臺北市,taiwanjobs,門牌,2,18
49,臺北市大安區復興南路1段390號,臺北市大安區復興南路1段390號,臺北市大安區復興南路一段390號11樓1101教室,臺北市,taiwanjobs,門牌,1,18
49,臺北市大安區復興南路1段390號,臺北市大安區復興南路1段390號,臺北市大安區復興南路一段390號11樓1108教室,臺北市,taiwanjobs,門牌,1,18
50,新營區民治路65號,臺南市新營區民治路65號,新營區民治路65號,臺南市,moe-cc-courses,門牌,18,18
51,新北市板橋區文化路2段242號,新北市板橋區文化路2段242號,新北市板橋區文化路二段242號6樓,新北市,taiwanjobs,門牌,11,17
51,新北市板橋區文化路2段242號,新北市板橋區文化路2段242號,新北市板橋區文化路二段242號6樓(華梵大學新北板橋中心),新北市,taiwanjobs,門牌,2,17
51,新北市板橋區文化路2段242號,新北市板橋區文化路2段242號,新北市板橋區文化路２段242號6樓,新北市,taiwanjobs,門牌,1,17
51,新北市板橋區文化路2段242號,新北市板橋區文化路2段242號,新北市板橋區文化路二段242號,新北市,taiwanjobs,門牌,1,17
51,新北市板橋區文化路2段242號,新北市板橋區文化路2段242號,新北市板橋區文化路二段242號6樓（ 龍山寺文化廣場）,新北市,taiwanjobs,門牌,1,17
51,新北市板橋區文化路2段242號,新北市板橋區文化路2段242號,新北市板橋區文化路二段242號六樓,新北市,taiwanjobs,門牌,1,17
52,高雄市三民區中山一路318號,高雄市三民區中山一路318號,高雄市三民區中山一路318號,高雄市,taiwanjobs,門牌,12,17
52,高雄市三民區中山一路318號,高雄市三民區中山一路318號,高雄市三民區中山一路318號3樓電腦教室,高雄市,taiwanjobs,門牌,5,17
53,高雄市三民區建國二路255號,高雄市三民區建國二路255號,高雄市三民區建國二路255號,高雄市,taiwanjobs,門牌,9,17
53,高雄市三民區建國二路255號,高雄市三民區建國二路255號,高雄市三民區建國二路255號3樓,高雄市,taiwanjobs,門牌,5,17
53,高雄市三民區建國二路255號,高雄市三民區建國二路255號,高雄市三民區建國二路255號2樓,高雄市,taiwanjobs,門牌,2,17
53,高雄市三民區建國二路255號,高雄市三民區建國二路255號,高雄市三民區建國二路255號4F,高雄市,taiwanjobs,門牌,1,17
54,鹿谷鄉中正路2段174號,南投縣鹿谷鄉中正路2段174號,鹿谷鄉中正路二段174號,南投縣,moe-cc-courses,門牌,16,16
54,南投縣鹿谷鄉中正路2段174號,南投縣鹿谷鄉中正路2段174號,南投縣鹿谷鄉中正路2段174號,南投縣,moe-cc-sites,門牌,1,0
55,桃園市桃園區民權路6號,桃園市桃園區民權路6號,桃園市桃園區民權路6號8樓之10,桃園市,taiwanjobs,門牌,6,16
55,桃園市桃園區民權路6號,桃園市桃園區民權路6號,桃園市桃園區民權路6號4樓之1,桃園市,taiwanjobs,門牌,4,16
55,桃園市桃園區民權路6號,桃園市桃園區民權路6號,桃園市桃園區民權路 6 號 4 樓之1,桃園市,taiwanjobs,門牌,2,16
55,桃園市桃園區民權路6號,桃園市桃園區民權路6號,桃園市桃園區民權路6號4樓-1,桃園市,taiwanjobs,門牌,2,16
55,桃園市桃園區民權路6號,桃園市桃園區民權路6號,桃園市桃園區民權路6號4樓,桃園市,taiwanjobs,門牌,1,16
55,桃園市桃園區民權路6號,桃園市桃園區民權路6號,桃園市桃園區民權路 6 號 4 樓,桃園市,taiwanjobs,門牌,1,16
56,高雄市新興區中山二路472號,高雄市新興區中山二路472號,高雄市新興區中山二路472號5樓之8,高雄市,taiwanjobs,門牌,8,16
56,高雄市新興區中山二路472號,高雄市新興區中山二路472號,高雄市新興區中山二路472號12樓之12,高雄市,taiwanjobs,門牌,5,16
56,高雄市新興區中山二路472號,高雄市新興區中山二路472號,高雄市新興區中山二路472號11樓之12,高雄市,taiwanjobs,門牌,2,16
56,高雄市新興區中山二路472號,高雄市新興區中山二路472號,高雄市新興區中山二路472號11樓之9,高雄市,taiwanjobs,門牌,1,16
57,嘉義市民權路278號,嘉義市民權路278號,嘉義市民權路278號6樓,嘉義市,taiwanjobs,門牌,15,15
58,新竹市田美三街2號,新竹市田美三街2號,新竹市田美三街2號4樓,新竹市,taiwanjobs,門牌,9,15
58,新竹市田美三街2號,新竹市田美三街2號,新竹市田美三街2號5樓,新竹市,taiwanjobs,門牌,4,15
58,新竹市田美三街2號,新竹市田美三街2號,新竹市田美三街2號,新竹市,taiwanjobs,門牌,2,15
59,蘆竹區仁愛路1段2號,桃園市蘆竹區仁愛路1段2號,蘆竹區仁愛路一段2號,桃園市,moe-cc-courses,門牌,15,15
60,集集鎮東昌巷4號,南投縣集集鎮東昌巷4號,集集鎮東昌巷4號,南投縣,moe-cc-courses,門牌,14,14
60,南投縣集集鎮東昌巷4號,南投縣集集鎮東昌巷4號,南投縣集集鎮東昌巷4號,南投縣,moe-cc-sites,門牌,1,0
61,基隆市中正區平一路21之5號,基隆市中正區平一路21之5號,基隆市中正區平一路21之5號,基隆市,mol-6060,門牌,14,14
61,基隆市中正區平一路21之5號,基隆市中正區平一路21之5號,基隆市中正區平一路21-5號(基隆職業訓練場),基隆市,mol-6060,門牌,1,14
62,嘉義市蘭井街465號,嘉義市蘭井街465號,嘉義市蘭井街465號2樓,嘉義市,taiwanjobs,門牌,11,13
62,嘉義市蘭井街465號,嘉義市蘭井街465號,嘉義市蘭井街465號9樓3,嘉義市,taiwanjobs,門牌,2,13
63,彰化縣員林市林森路127號,彰化縣員林市林森路127號,彰化縣員林市林森路127號3樓,彰化縣,moe-cc-courses,門牌,13,13
63,員林市林森路127號,彰化縣員林市林森路127號,員林市林森路127號,彰化縣,moe-cc-sites,門牌,1,0
64,桃園市中壢區中北路2段434號,桃園市中壢區中北路2段434號,桃園市中壢區中北路二段434號6樓,桃園市,moe-cc-courses,門牌,13,13
65,平鎮區廣平街1號,桃園市平鎮區廣平街1號,平鎮區廣平街1號,桃園市,moe-cc-courses,門牌,13,13
66,楊梅區校前路41號,桃園市楊梅區校前路41號,楊梅區校前路41號,桃園市,moe-cc-courses,門牌,13,13
67,臺北市大同區長安西路33號,臺北市大同區長安西路33號,臺北市大同區長安西路33號8樓,臺北市,taiwanjobs,門牌,13,13
68,臺北市大安區建國南路2段231號,臺北市大安區建國南路2段231號,臺北市大安區建國南路二段231號,臺北市,taiwanjobs,門牌,8,13
68,臺北市大安區建國南路2段231號,臺北市大安區建國南路2段231號,臺北市大安區建國南路二段231號（文大推廣建國本部）,臺北市,taiwanjobs,門牌,4,13
68,臺北市大安區建國南路2段231號,臺北市大安區建國南路2段231號,臺北市大安區建國南路二段231號(文大推廣建國本部),臺北市,taiwanjobs,門牌,1,13
69,臺北市松山區基隆路1段8號,臺北市松山區基隆路1段8號,臺北市松山區基隆路１段8號6樓之1,臺北市,taiwanjobs,門牌,7,13
69,臺北市松山區基隆路1段8號,臺北市松山區基隆路1段8號,臺北市松山區基隆路1段8號6樓之一,臺北市,taiwanjobs,門牌,3,13
69,臺北市松山區基隆路1段8號,臺北市松山區基隆路1段8號,臺北市松山區基隆路1段8號6樓之1(CEO教室),臺北市,taiwanjobs,門牌,2,13
69,臺北市松山區基隆路1段8號,臺北市松山區基隆路1段8號,臺北市松山區基隆路一段8號6樓之一,臺北市,taiwanjobs,門牌,1,13
70,臺南市中西區民族路2段76之10號,臺南市中西區民族路2段76之10號,臺南市中西區民族路二段76-10號6樓之4,臺南市,taiwanjobs,門牌,12,13
70,臺南市中西區民族路2段76之10號,臺南市中西區民族路2段76之10號,臺南市中西區民族路二段76之10號6樓4,臺南市,taiwanjobs,門牌,1,13
71,臺南市東區中華東路3段18號,臺南市東區中華東路3段18號,臺南市東區中華東路３段18號3樓3A教室,臺南市,taiwanjobs,門牌,6,13
71,臺南市東區中華東路3段18號,臺南市東區中華東路3段18號,臺南市東區中華東路三段18號,臺南市,taiwanjobs,門牌,4,13
71,臺南市東區中華東路3段18號,臺南市東區中華東路3段18號,臺南市東區中華東路三段18號2-5樓,臺南市,taiwanjobs,門牌,2,13
71,臺南市東區中華東路3段18號,臺南市東區中華東路3段18號,臺南市東區中華東路３段18號3樓,臺南市,taiwanjobs,門牌,1,13
72,慶豐街18號,高雄市慶豐街18號,慶豐街18號2樓,高雄市,moe-cc-courses,門牌,13,13
73,高雄市苓雅區光華一路206號,高雄市苓雅區光華一路206號,高雄市苓雅區光華一路206號17樓之5,高雄市,taiwanjobs,門牌,13,13
74,新竹市光復路2段101號,新竹市光復路2段101號,新竹市光復路２段101號,新竹市,taiwanjobs,門牌,8,12
74,新竹市光復路2段101號,新竹市光復路2段101號,新竹市光復路二段101號,新竹市,taiwanjobs,門牌,3,12
74,新竹市光復路2段101號,新竹市光復路2段101號,新竹市光復路二段101號清華大學第四綜合大樓,新竹市,taiwanjobs,門牌,1,12
75,中平路118號,桃園市中平路118號,中平路118號,桃園市,moe-cc-courses,門牌,12,12
76,桃園市八德區陸光街50巷1號,桃園市八德區陸光街50巷1號,桃園市八德區陸光街50巷1號,桃園市,cc-shared-platform,門牌,12,12
77,南投縣國姓鄉國姓路237號,南投縣國姓鄉國姓路237號,南投縣國姓鄉國姓路237號,南投縣,moe-cc-courses,門牌,11,11
78,新竹縣竹北市嘉豐七街145號,新竹縣竹北市嘉豐七街145號,新竹縣竹北市嘉豐七街145號4樓,新竹縣,taiwanjobs,門牌,11,11
79,竹北市復興五街62號,新竹縣竹北市復興五街62號,竹北市復興五街62號,新竹縣,moe-cc-courses,門牌,11,11
79,新竹縣竹北市復興五街62號,新竹縣竹北市復興五街62號,新竹縣竹北市復興五街62號,新竹縣,moe-cc-sites,門牌,1,0
80,桃園區信光路55號,桃園市桃園區信光路55號,桃園區信光路55號,桃園市,moe-cc-courses,門牌,11,11
81,臺中市南屯區大墩路693號,臺中市南屯區大墩路693號,臺中市南屯區大墩路693號7樓,臺中市,taiwanjobs,門牌,11,11
82,臺北市中山區民權東路2段206號,臺北市中山區民權東路2段206號,臺北市中山區民權東路２段206號7樓,臺北市,taiwanjobs,門牌,4,11
82,臺北市中山區民權東路2段206號,臺北市中山區民權東路2段206號,臺北市中山區民權東路２段206號7F,臺北市,taiwanjobs,門牌,3,11
82,臺北市中山區民權東路2段206號,臺北市中山區民權東路2段206號,臺北市中山區民權東路２段206號5樓之1,臺北市,taiwanjobs,門牌,2,11
82,臺北市中山區民權東路2段206號,臺北市中山區民權東路2段206號,臺北市中山區民權東路２段206號3F-3,臺北市,taiwanjobs,門牌,1,11
82,臺北市中山區民權東路2段206號,臺北市中山區民權東路2段206號,臺北市中山區民權東路２段206號5F,臺北市,taiwanjobs,門牌,1,11
83,臺南市北區西門路4段367號,臺南市北區西門路4段367號,臺南市北區西門路四段367號4樓,臺南市,taiwanjobs,門牌,11,11
84,嘉義市國華街245號,嘉義市國華街245號,嘉義市國華街245號6樓,嘉義市,taiwanjobs,門牌,4,10
84,嘉義市國華街245號,嘉義市國華街245號,嘉義市國華街245號7樓1,嘉義市,taiwanjobs,門牌,3,10
84,嘉義市國華街245號,嘉義市國華街245號,嘉義市國華街245號7樓之9,嘉義市,taiwanjobs,門牌,2,10
84,嘉義市國華街245號,嘉義市國華街245號,嘉義市國華街245號7樓之6,嘉義市,taiwanjobs,門牌,1,10
85,嘉義市垂楊路508號,嘉義市垂楊路508號,嘉義市垂楊路508號5樓之2,嘉義市,taiwanjobs,門牌,7,10
85,嘉義市垂楊路508號,嘉義市垂楊路508號,嘉義市垂楊路508號5樓之1,嘉義市,taiwanjobs,門牌,3,10
86,桃園市八德區大安里建安街110號,桃園市八德區大安里建安街110號,桃園市八德區大安里建安街110號,桃園市,cc-shared-platform,門牌,10,10
87,桃園市蘆竹區中正路1號,桃園市蘆竹區中正路1號,桃園市蘆竹區中正路1號,桃園市,moe-cc-courses,門牌,10,10
88,臺中市西屯區工業區三十八路189號,臺中市西屯區工業區三十八路189號,臺中市西屯區工業區三十八路189號,臺中市,taiwanjobs,門牌,11,10
89,臺中市豐原區東仁街138號,臺中市豐原區東仁街138號,臺中市豐原區東仁街138號7樓,臺中市,taiwanjobs,門牌,5,10
89,臺中市豐原區東仁街138號,臺中市豐原區東仁街138號,臺中市豐原區東仁街138號6樓,臺中市,taiwanjobs,門牌,5,10
90,臺北市中正區忠孝西路1段41號,臺北市中正區忠孝西路1段41號,臺北市中正區忠孝西路一段41號八樓之11,臺北市,taiwanjobs,門牌,3,10
90,臺北市中正區忠孝西路1段41號,臺北市中正區忠孝西路1段41號,臺北市中正區忠孝西路１段41號15樓之9,臺北市,taiwanjobs,門牌,2,10
90,臺北市中正區忠孝西路1段41號,臺北市中正區忠孝西路1段41號,臺北市中正區忠孝西路一段41號15樓之8,臺北市,taiwanjobs,門牌,2,10
90,臺北市中正區忠孝西路1段41號,臺北市中正區忠孝西路1段41號,臺北市中正區忠孝西路一段41號8樓之11,臺北市,taiwanjobs,門牌,1,10
90,臺北市中正區忠孝西路1段41號,臺北市中正區忠孝西路1段41號,臺北市中正區忠孝西路一段41號15樓之11,臺北市,taiwanjobs,門牌,1,10
90,臺北市中正區忠孝西路1段41號,臺北市中正區忠孝西路1段41號,臺北市中正區忠孝西路一段41號15樓之9,臺北市,taiwanjobs,門牌,1,10
91,臺北市大同區承德路3段230號,臺北市大同區承德路3段230號,臺北市大同區承德路三段230號9樓,臺北市,taiwanjobs,門牌,6,10
91,臺北市大同區承德路3段230號,臺北市大同區承德路3段230號,臺北市大同區承德路三段230號9樓(501教室),臺北市,taiwanjobs,門牌,3,10
91,臺北市大同區承德路3段230號,臺北市大同區承德路3段230號,臺北市大同區承德路三段230號9樓101教室,臺北市,taiwanjobs,門牌,1,10
91,臺北市大同區承德路3段230號,臺北市大同區承德路3段230號,臺北市大同區承德路三段230號9樓(301電腦教室),臺北市,taiwanjobs,門牌,1,10
92,臺北市大安區和平東路1段155號,臺北市大安區和平東路1段155號,臺北市大安區和平東路一段155號,臺北市,taiwanjobs,門牌,8,10
